StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Last Seen Flow Element ID,Last Seen Question IDs,CONSENT,SCR_AGE,SCR_OMNI,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,ATT1,TRU1,TRU2,TRU3,TRU4,TRU5,TRU6,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,ATT2,PI1,PI2,PI3,PI4,PDPL1,PDPL2,PDPL3,PDPL4,MC_AIP,MC_DISC,AGE_BAND,GEN,LOC,LOC_5_TEXT,EDU,INC,FREQ,PLAT,PLAT_5_TEXT,PRIOR,CHAN,REF,CELL,AIP_COND,DISC_COND,VIG_TIME_First Click,VIG_TIME_Last Click,VIG_TIME_Page Submit,VIG_TIME_Click Count,CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_STORE,CHAN_SOC,flag_cell_mismatch,AIP_mean,REL_mean,INT_mean,TRU_mean,ENG_mean,PI_mean,PDPL_mean,collection_phase,sample_role,flag_extreme_reverser
2026-09-11 10:03:03,2026-09-11 10:11:23,0,100,499,1,2026-09-11 10:11:23,R_4hWpwSE6jDVSGFU,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,5,6,6,6,6,7,7,6,6,5,4,5,4,4,5,5,7,5,6,6,4,4,5,5,4,3,4,2,5,6,5,5,5,6,5,5,5,5,1.0,2.0,,,3.0,1.0,3.0,1.0,,4.0,"1,3",,4.0,1,1,,,,,True,False,True,False,False,False,5.8,6.5,4.4,5.5,4.166666666666667,5.25,5.25,pre_LOC,pilot,False
2026-09-11 10:07:26,2026-09-11 10:11:36,0,100,249,1,2026-09-11 10:11:36,R_7DSJmRq9TSYlfDU,anonymous,VI,True,FL_56,,1,1.0,1.0,2,2,4,5,6,5,5,5,6,6,6,2,3,2,3,2,5,5,4,3,5,5,5,5,5,4,4,5,4,2,5,5,5,4,6,5,5,6,6,2,1.0,2.0,,,3.0,1.0,3.0,1.0,,4.0,"1,3",,3.0,1,0,,,,,True,False,True,False,False,False,5.0,5.75,2.4,4.5,4.5,4.75,5.5,pre_LOC,pilot,False
2026-09-11 10:07:18,2026-09-11 10:15:18,0,100,480,1,2026-09-11 10:15:19,R_9Nw7Hn9KInZ7b1P,anonymous,VI,True,FL_56,,1,1.0,1.0,1,2,5,6,6,6,4,6,6,3,7,2,1,1,1,1,5,6,6,5,5,5,5,4,5,4,4,3,4,2,5,6,6,5,7,7,7,7,6,7,1.0,1.0,,,3.0,2.0,2.0,3.0,,2.0,"1,3",,1.0,0,0,,,,,True,False,True,False,False,False,5.4,5.5,1.2,5.333333333333333,4.0,5.5,7.0,pre_LOC,pilot,True
2026-09-11 10:15:43,2026-09-11 10:27:32,0,100,709,1,2026-09-11 10:27:33,R_9roWIuquRSVeqrK,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,4,5,7,7,7,7,6,7,7,2,1,1,1,1,5,7,6,5,6,7,7,6,7,7,7,7,6,2,7,7,6,7,7,7,7,7,6,6,1.0,2.0,,,3.0,2.0,4.0,1.0,,4.0,1,,2.0,0,1,,,,,True,False,False,False,False,False,6.0,6.75,1.2,6.333333333333333,6.666666666666667,6.75,7.0,pre_LOC,pilot,True
2026-09-11 16:08:34,2026-09-11 16:22:58,0,100,863,1,2026-09-11 16:22:59,R_40X7KKfkzQjraoh,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,6,5,7,6,6,6,6,6,7,3,2,2,4,2,5,6,5,4,5,6,5,7,6,6,5,5,6,2,7,6,7,6,7,7,7,7,5,2,1.0,2.0,,,1.0,2.0,3.0,3.0,,3.0,"1,3",,3.0,1,0,,,,,True,False,True,False,False,False,6.0,6.25,2.6,5.166666666666667,5.833333333333333,6.5,7.0,pre_LOC,pilot,False
2026-09-11 21:12:51,2026-09-11 21:21:06,0,100,494,1,2026-09-11 21:21:06,R_9m36llsGheJ4GPX,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,3,5,6,6,5,6,5,4,4,2,4,2,4,4,5,6,2,2,4,4,4,6,6,5,7,6,4,2,6,5,7,3,7,6,7,3,6,6,1.0,2.0,,,3.0,1.0,4.0,1.0,,4.0,"1,3",,4.0,1,1,,,,,True,False,True,False,False,False,5.0,4.75,3.2,3.6666666666666665,5.666666666666667,5.25,5.75,pre_LOC,pilot,False
2026-09-12 02:13:23,2026-09-12 02:15:56,1,100,152,1,2026-09-12 02:15:56,R_4UmQXBMZiNGkHtf,preview,VI,,FL_56,,1,1.0,1.0,2,2,7,7,7,7,7,6,7,6,6,6,6,5,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,6,6,6,6,7,1,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,,4.0,"1,2,3,4",3.0,3.0,1,0,,,,,True,True,True,True,False,False,7.0,6.25,5.6,7.0,7.0,7.0,6.0,post_LOC,main,False
2026-09-12 02:31:41,2026-09-12 02:36:01,0,100,260,1,2026-09-12 02:36:02,R_4KLpzGQM2pPdmtr,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,2,1,1,2,1,2,2,2,2,2,2,5,2,3,5,6,6,7,6,5,6,6,6,6,7,6,6,2,6,6,6,6,6,6,6,6,1,7,1.0,1.0,,,3.0,2.0,3.0,1.0,,3.0,"1,3",,2.0,0,1,,,,,True,False,True,False,False,False,1.4,2.0,2.8,6.0,6.166666666666667,6.0,6.0,post_LOC,main,False
2026-09-12 02:48:48,2026-09-12 03:02:39,0,100,830,1,2026-09-12 03:02:39,R_9F3sc07mP0bhAQr,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,3,3,3,5,5,4,5,5,4,5,6,5,2,5,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,,3.0,"1,4,5",5.0,4.0,1,1,,,,,True,False,False,True,True,False,4.6,5.0,4.6,3.8333333333333335,5.0,5.0,5.0,post_LOC,main,False
2026-09-12 03:03:58,2026-09-12 03:11:29,0,100,450,1,2026-09-12 03:11:30,R_7Kpv5RAfXWle2On,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,5,5,2,6,6,6,5,6,4,2,3,5,3,5,5,5,7,6,6,3,5,6,6,2,3,4,4,2,6,7,5,5,6,2,1,5,5,2,1.0,1.0,2.0,,3.0,3.0,3.0,3.0,,2.0,"2,3",5.0,3.0,1,0,,,,,False,True,True,False,False,False,4.8,5.25,3.6,5.333333333333333,4.166666666666667,5.75,3.5,post_LOC,main,False
2026-09-12 02:50:20,2026-09-12 03:12:30,0,100,1330,1,2026-09-12 03:12:31,R_924mIUdqVjHFiZU,anonymous,VI,True,FL_56,,1,1.0,1.0,1,2,5,5,6,3,5,4,5,6,5,3,4,5,5,5,5,6,5,4,5,5,5,6,5,5,4,5,6,2,5,5,6,5,6,7,7,7,5,2,1.0,2.0,1.0,,3.0,1.0,3.0,1.0,,4.0,"1,2,3,5",5.0,1.0,0,0,,,,,True,True,True,False,True,False,4.8,5.0,4.4,5.0,5.166666666666667,5.25,6.75,post_LOC,main,True
2026-09-12 03:04:11,2026-09-12 03:13:41,0,100,570,1,2026-09-12 03:13:42,R_3ovaiEo8bUEWFba,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,1,1,1,3,3,4,6,6,5,3,2,2,4,2,5,4,6,7,2,4,2,4,5,4,4,4,4,2,4,5,4,3,7,7,7,7,1,7,1.0,2.0,1.0,,3.0,1.0,5.0,1.0,,4.0,"1,3,4",5.0,2.0,0,1,,,,,True,False,True,True,False,False,1.8,5.25,2.6,4.166666666666667,4.166666666666667,4.0,7.0,post_LOC,main,False
2026-09-12 03:13:04,2026-09-12 03:22:32,0,100,567,1,2026-09-12 03:22:33,R_9q1K5BPJT3BV2a5,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,5,6,7,6,6,5,6,7,6,2,2,2,5,2,5,7,2,1,2,5,6,6,7,7,4,7,7,2,7,7,6,5,6,1,1,1,7,1,1.0,2.0,1.0,,3.0,5.0,5.0,1.0,,4.0,"1,3,4,5",5.0,3.0,1,0,,,,,True,False,True,True,True,False,6.0,6.0,2.6,3.8333333333333335,6.333333333333333,6.25,2.25,post_LOC,main,False
2026-09-12 04:00:18,2026-09-12 04:09:03,0,100,525,1,2026-09-12 04:09:04,R_4kHOeQ2o77qSMth,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,5,6,6,5,5,6,5,6,5,2,2,2,3,2,5,5,3,3,4,4,4,5,5,5,4,4,5,2,5,4,4,4,6,2,6,6,5,5,1.0,1.0,1.0,,3.0,1.0,3.0,1.0,,3.0,"1,3,5",5.0,2.0,0,1,,,,,True,False,True,False,True,False,5.4,5.5,2.2,3.8333333333333335,4.666666666666667,4.25,5.0,post_LOC,main,True
2026-09-12 04:46:01,2026-09-12 04:53:18,0,100,436,1,2026-09-12 04:53:19,R_92LvjXRMDq9lazO,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,4,6,6,6,6,7,7,7,7,5,4,5,6,5,5,5,6,4,5,4,4,6,5,6,6,7,6,2,5,5,5,5,7,5,6,5,7,6,1.0,2.0,1.0,,3.0,1.0,3.0,1.0,,4.0,"1,3",5.0,4.0,1,1,,,,,True,False,True,False,False,False,5.6,7.0,5.0,4.666666666666667,6.0,5.0,5.75,post_LOC,main,False
2026-09-12 05:04:34,2026-09-12 05:14:13,0,100,579,1,2026-09-12 05:14:14,R_9QzRLEn0mwhD2ws,anonymous,VI,True,FL_56,,1,1.0,1.0,1,1,4,6,7,6,3,5,5,7,5,3,5,6,3,4,5,6,7,7,6,6,6,6,4,5,5,5,5,2,6,5,5,5,7,7,7,7,6,7,2.0,2.0,1.0,,3.0,4.0,3.0,3.0,,3.0,5,5.0,2.0,0,1,,,,,False,False,False,False,True,False,5.2,5.5,4.2,6.333333333333333,5.0,5.25,7.0,post_LOC,main,True
2026-09-12 06:19:52,2026-09-12 06:31:15,0,100,682,1,2026-09-12 06:31:15,R_4IhjHIDHhECrl23,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,5,5,6,5,6,5,5,6,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,2,5,5,5,5,6,6,6,6,5,6,4.0,1.0,1.0,,3.0,3.0,1.0,1.0,,4.0,"1,2",5.0,4.0,1,1,,,,,True,True,False,False,False,False,5.4,5.25,4.6,4.833333333333333,4.333333333333333,5.0,6.0,post_LOC,main,False
2026-09-12 06:35:25,2026-09-12 06:46:44,0,100,679,1,2026-09-12 06:46:45,R_9F3t0iXwBtepDUT,anonymous,VI,True,FL_56,,1,1.0,1.0,2,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,3,4,4,5,5,4,5,5,2,5,5,5,5,7,7,7,7,5,2,3.0,1.0,2.0,,4.0,4.0,4.0,1.0,,4.0,1,5.0,3.0,1,0,,,,,True,False,False,False,False,False,4.8,5.0,4.0,4.5,4.666666666666667,5.0,7.0,post_LOC,main,False
2026-09-12 09:44:04,2026-09-12 09:52:10,0,100,485,1,2026-09-12 09:52:10,R_4hryImj1Ik9VZuz,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,4,5,5,6,4,5,5,4,5,3,4,6,5,3,5,4,5,4,5,5,5,4,5,4,4,5,4,2,6,5,5,5,6,5,6,6,4,5,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,1.0,"1,3",5.0,4.0,1,1,,,,,True,False,True,False,False,False,4.8,4.75,4.2,4.666666666666667,4.333333333333333,5.25,5.75,post_LOC,main,False
2026-09-12 10:07:18,2026-09-12 10:19:59,0,100,760,1,2026-09-12 10:20:00,R_9bQm4sdP8dmgliN,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,4,6,6,5,6,4,5,6,5,2,2,3,1,3,5,6,5,3,5,6,6,5,5,6,6,6,3,2,5,6,7,5,7,7,7,7,5,6,1.0,2.0,1.0,,3.0,1.0,4.0,3.0,,3.0,1,5.0,2.0,0,1,,,,,True,False,False,False,False,False,5.4,5.0,2.2,5.166666666666667,5.166666666666667,5.75,7.0,post_LOC,main,True
2026-09-12 10:20:20,2026-09-12 10:23:42,0,100,201,1,2026-09-12 10:23:42,R_4YzZjba3gUayPEl,anonymous,VI,,FL_56,,1,1.0,1.0,1,2,3,3,2,2,3,5,5,5,6,2,3,3,2,3,5,6,7,6,6,6,7,7,6,6,6,6,5,2,5,6,6,6,7,6,6,7,6,7,1.0,1.0,5.0,Bạc Liêu,3.0,2.0,3.0,1.0,,3.0,"1,3,5",1.0,1.0,0,0,,,,,True,False,True,False,True,False,2.6,5.25,2.6,6.333333333333333,6.0,5.75,6.5,post_LOC,main,True
2026-09-12 19:51:57,2026-09-12 20:02:36,0,100,639,1,2026-09-12 20:02:37,R_4jqA4L5SH9LohGJ,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,5,5,1,5,1,5,5,1,1,2,2,2,2,2,5,5,4,4,4,5,4,1,5,1,1,5,5,2,5,5,5,5,4,4,4,4,5,5,1.0,2.0,5.0,,1.0,1.0,3.0,1.0,,4.0,1,5.0,3.0,1,0,,,,,True,False,False,False,False,False,3.4,3.0,2.0,4.333333333333333,3.0,5.0,4.0,post_LOC,main,False
2026-09-12 21:30:38,2026-09-12 21:38:18,0,100,460,1,2026-09-12 21:38:19,R_4S6EST2qh1zvIYh,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,5,4,5,5,4,5,5,4,6,4,1,4,3,2,5,5,5,6,6,5,4,5,4,4,6,4,5,2,4,6,5,5,6,4,4,4,5,5,1.0,1.0,5.0,Cà Mau,3.0,1.0,3.0,1.0,,4.0,"2,5",1.0,2.0,0,1,,,,,False,True,False,False,True,False,4.6,5.0,2.8,5.166666666666667,4.666666666666667,5.0,4.5,post_LOC,main,True
2026-09-12 21:40:07,2026-09-12 21:47:35,0,100,448,1,2026-09-12 21:47:36,R_4K75ITUJkgCOUjf,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,6,4,6,4,7,6,6,7,6,3,3,1,3,2,5,5,4,4,4,5,4,6,6,4,5,5,5,2,6,5,5,6,7,4,6,5,4,7,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,1,1.0,2.0,0,1,,,,,True,False,False,False,False,False,5.4,6.25,2.4,4.333333333333333,5.166666666666667,5.5,5.5,post_LOC,main,False
2026-09-12 21:40:32,2026-09-12 22:02:42,0,100,1329,1,2026-09-12 22:02:43,R_9uWgsdZyHrydSCN,anonymous,VI,True,FL_56,,1,1.0,1.0,2,1,2,6,7,5,4,6,6,7,6,2,4,3,3,2,5,5,6,4,5,5,3,4,5,6,5,6,6,2,7,7,6,7,4,2,5,7,7,5,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,4.0,1,4.0,4.0,1,1,,,,,True,False,False,False,False,False,4.8,6.25,2.8,4.666666666666667,5.333333333333333,6.75,4.5,post_LOC,main,False
2026-09-12 21:43:09,2026-09-12 22:05:08,0,100,1318,1,2026-09-12 22:05:14,R_92swueHbbdHe6Tb,anonymous,VI,,FL_56,,1,1.0,1.0,1,2,2,3,3,3,2,3,2,3,2,3,3,3,2,2,5,6,5,6,6,6,5,6,7,6,6,6,7,2,7,6,6,6,6,7,6,6,6,2,1.0,2.0,5.0,Cà Mau,3.0,3.0,5.0,1.0,,4.0,"1,3,5",1.0,1.0,0,0,,,,,True,False,True,False,True,False,2.6,2.5,2.6,5.666666666666667,6.333333333333333,6.25,6.25,post_LOC,main,True
2026-09-12 21:58:13,2026-09-12 22:11:12,0,100,779,1,2026-09-12 22:11:13,R_4B4L6m7wdv71NuW,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,6,6,6,4,4,4,3,6,4,4,4,5,5,5,5,4,3,3,4,3,3,4,5,4,3,3,4,2,4,4,4,4,6,6,6,6,5,5,2.0,1.0,5.0,Vĩnh Long,4.0,5.0,2.0,1.0,,4.0,1,1.0,3.0,1,0,,,,,True,False,False,False,False,False,5.2,4.25,4.6,3.3333333333333335,3.8333333333333335,4.0,6.0,post_LOC,main,False
2026-09-12 22:27:35,2026-09-12 22:31:39,0,100,243,1,2026-09-12 22:31:40,R_9DBV5356IEonhQs,anonymous,VI,True,FL_56,,1,1.0,1.0,1,2,6,6,6,6,6,6,6,6,6,2,3,3,3,2,5,6,7,6,6,6,6,7,7,6,6,6,7,2,7,7,6,6,6,5,6,6,6,6,1.0,1.0,5.0,Đắk Lắk,3.0,1.0,3.0,1.0,,2.0,"1,2",1.0,1.0,0,0,,,,,True,True,False,False,False,False,6.0,6.0,2.6,6.166666666666667,6.5,6.5,5.75,post_LOC,main,True
2026-09-12 22:32:43,2026-09-12 22:36:11,0,100,207,1,2026-09-12 22:36:12,R_9V2WayHtKAHs1La,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,4,4,2,5,3,5,3,4,3,3,3,4,2,4,5,4,4,5,4,4,3,4,4,4,3,5,4,2,5,3,4,3,4,5,4,4,4,4,1.0,2.0,1.0,,3.0,1.0,2.0,1.0,,4.0,1,4.0,3.0,1,0,,,,,True,False,False,False,False,False,3.6,3.75,3.2,4.0,4.0,3.75,4.25,post_LOC,main,False
2026-09-12 22:23:27,2026-09-12 22:36:31,0,100,783,1,2026-09-12 22:36:31,R_4fIDiy9ZKJpyrTP,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,5,7,7,6,7,5,6,5,6,6,6,6,4,5,5,4,4,3,4,5,3,4,5,4,2,4,4,2,6,6,5,4,7,7,7,7,6,6,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,,3.0,"1,3,4",4.0,2.0,0,1,,,,,True,False,True,True,False,False,6.4,5.5,5.4,3.8333333333333335,3.8333333333333335,5.25,7.0,post_LOC,main,True
2026-09-12 22:53:25,2026-09-12 22:59:42,0,100,376,1,2026-09-12 22:59:42,R_4nfbFOEgmQcwlY5,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,3,3,3,2,3,4,4,3,3,3,2,3,2,3,5,3,6,5,5,5,4,5,5,6,6,6,5,2,5,5,4,5,5,5,6,6,2,6,1.0,2.0,3.0,,3.0,1.0,3.0,3.0,,2.0,"1,2,3",2.0,2.0,0,1,,,,,True,True,True,False,False,False,2.8,3.5,2.6,4.666666666666667,5.5,4.75,5.5,post_LOC,main,False
2026-09-12 23:03:14,2026-09-12 23:07:37,0,100,263,1,2026-09-12 23:07:43,R_9aEN7KpovBK7FuF,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,2,2,2,3,2,3,3,3,4,3,2,3,1,3,5,5,6,5,5,5,5,6,5,6,6,7,6,2,5,5,5,4,5,6,6,6,2,7,1.0,1.0,2.0,,3.0,2.0,4.0,1.0,,4.0,"1,2,3",2.0,2.0,0,1,,,,,True,True,True,False,False,False,2.2,3.25,2.4,5.166666666666667,6.0,4.75,5.75,post_LOC,main,False
2026-09-12 23:08:26,2026-09-12 23:11:22,0,100,176,1,2026-09-12 23:11:23,R_40oRyW1THh4waSI,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,4,6,5,6,5,6,6,6,5,2,2,3,2,3,5,5,6,5,6,6,6,5,6,6,7,6,6,2,6,5,6,6,6,6,5,6,7,7,1.0,2.0,1.0,,3.0,1.0,3.0,1.0,,4.0,"1,3",2.0,4.0,1,1,,,,,True,False,True,False,False,False,5.2,5.75,2.4,5.666666666666667,6.0,5.75,5.75,post_LOC,main,False
2026-09-12 23:11:58,2026-09-12 23:15:34,0,100,215,1,2026-09-12 23:15:35,R_4JLsS6kp1XY8YHz,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,5,6,6,6,5,5,6,6,6,3,2,3,6,4,5,4,3,3,2,3,3,6,6,6,6,6,5,2,4,4,5,3,5,5,6,5,6,2,1.0,2.0,3.0,,3.0,1.0,3.0,3.0,,3.0,"1,3",2.0,3.0,1,0,,,,,True,False,True,False,False,False,5.6,5.75,3.6,3.0,5.833333333333333,4.0,5.25,post_LOC,main,False
2026-09-12 23:16:30,2026-09-12 23:20:06,0,100,216,1,2026-09-12 23:20:07,R_9GqyqwfrcL8wKfc,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,3,2,2,2,3,3,3,3,4,3,4,3,2,3,5,5,6,6,5,5,5,6,7,6,6,6,7,2,3,4,5,4,5,5,6,5,1,6,1.0,1.0,3.0,,3.0,1.0,4.0,1.0,,4.0,"1,2,3",2.0,2.0,0,1,,,,,True,True,True,False,False,False,2.4,3.25,3.0,5.333333333333333,6.333333333333333,4.0,5.25,post_LOC,main,False
2026-09-12 23:23:29,2026-09-12 23:28:02,0,100,273,1,2026-09-12 23:28:03,R_4uWvOSsFHYtt6wx,anonymous,VI,True,FL_56,,1,1.0,1.0,1,2,3,3,3,2,3,4,3,3,3,3,4,5,6,4,5,3,3,3,2,2,2,5,5,6,7,7,6,2,3,4,3,3,6,5,5,6,2,2,1.0,1.0,1.0,,3.0,1.0,3.0,3.0,,2.0,"1,3",2.0,1.0,0,0,,,,,True,False,True,False,False,False,2.8,3.25,4.4,2.5,6.0,3.25,5.5,post_LOC,main,False
2026-09-12 23:36:52,2026-09-12 23:41:15,0,100,263,1,2026-09-12 23:41:16,R_4OIBL8G9EzGRPvX,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,6,5,5,5,6,4,5,5,5,2,3,3,2,3,5,6,6,5,5,6,5,5,6,6,7,7,6,2,5,5,6,5,6,5,5,6,6,6,1.0,2.0,3.0,,3.0,1.0,3.0,3.0,,2.0,"1,3",2.0,4.0,1,1,,,,,True,False,True,False,False,False,5.4,4.75,2.6,5.5,6.166666666666667,5.25,5.5,post_LOC,main,False
2026-09-12 23:46:19,2026-09-12 23:49:48,0,100,209,1,2026-09-12 23:49:49,R_465BNaSttnOQE8i,anonymous,VI,,FL_56,,1,1.0,1.0,1,2,3,3,2,2,3,2,2,3,2,4,5,4,6,5,5,2,3,2,2,3,2,4,6,6,7,6,5,2,3,4,3,3,5,5,6,5,1,1,1.0,2.0,3.0,,3.0,1.0,3.0,1.0,,3.0,"1,3",2.0,1.0,0,0,,,,,True,False,True,False,False,False,2.6,2.25,4.8,2.3333333333333335,5.666666666666667,3.25,5.25,post_LOC,main,False
2026-09-12 22:25:41,2026-09-12 23:50:44,0,100,5102,1,2026-09-12 23:50:44,R_9GZAqFdngp390A2,anonymous,VI,True,FL_56,,1,1.0,1.0,2,1,4,6,6,6,6,5,4,6,5,4,3,3,4,4,5,6,6,5,6,5,5,6,5,6,6,7,5,2,6,6,6,6,6,6,6,7,6,6,1.0,2.0,5.0,Đăk Lăk,3.0,1.0,4.0,1.0,,4.0,"1,3",1.0,4.0,1,1,,,,,True,False,True,False,False,False,5.6,5.0,3.6,5.5,5.833333333333333,6.0,6.25,post_LOC,main,False
2026-09-12 23:50:15,2026-09-12 23:53:32,0,100,197,1,2026-09-12 23:53:33,R_9LNU0jCTr05DLvb,anonymous,VI,True,FL_56,,1,1.0,1.0,2,2,4,5,5,6,5,5,5,6,6,4,4,5,5,5,5,3,2,3,3,4,3,6,7,6,6,7,6,2,4,4,5,5,6,5,6,6,6,1,1.0,2.0,1.0,,3.0,1.0,3.0,1.0,,2.0,"1,3",2.0,3.0,1,0,,,,,True,False,True,False,False,False,5.0,5.5,4.6,3.0,6.333333333333333,4.5,5.75,post_LOC,main,False
2026-09-13 00:03:10,2026-09-13 00:06:57,0,100,227,1,2026-09-13 00:07:03,R_44dYlRVG3BAds31,anonymous,VI,,FL_56,,1,1.0,1.0,1,2,2,2,2,3,2,3,2,2,2,4,4,4,5,5,5,2,3,3,2,3,2,5,5,6,6,6,6,2,3,3,3,2,6,5,6,5,1,1,1.0,2.0,1.0,,3.0,1.0,2.0,1.0,,4.0,"1,2,3",2.0,1.0,0,0,,,,,True,True,True,False,False,False,2.2,2.25,4.4,2.5,5.666666666666667,2.75,5.5,post_LOC,main,False
2026-09-13 00:09:40,2026-09-13 00:14:56,0,100,315,1,2026-09-13 00:14:57,R_4ECa3EcoJELYDvP,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,5,5,6,5,5,5,5,5,6,4,4,3,6,3,5,3,4,2,3,3,2,6,5,6,6,6,7,2,3,4,3,3,5,6,5,5,7,1,1.0,2.0,2.0,,3.0,1.0,4.0,1.0,,3.0,"1,3",2.0,3.0,1,0,,,,,True,False,True,False,False,False,5.2,5.25,4.0,2.8333333333333335,6.0,3.25,5.25,post_LOC,main,False
2026-09-13 00:16:45,2026-09-13 00:21:00,0,100,255,1,2026-09-13 00:21:01,R_9lb0X9WoErfIlkq,anonymous,VI,True,FL_56,,1,1.0,1.0,1,1,2,3,2,3,2,3,3,2,2,3,3,2,2,3,5,5,5,5,5,5,6,6,7,5,5,6,5,2,6,6,5,4,5,5,6,6,1,7,1.0,2.0,1.0,,3.0,2.0,4.0,1.0,,3.0,"1,3",2.0,2.0,0,1,,,,,True,False,True,False,False,False,2.4,2.5,2.6,5.166666666666667,5.666666666666667,5.25,5.5,post_LOC,main,False
2026-09-13 00:30:01,2026-09-13 00:34:11,0,100,249,1,2026-09-13 00:34:11,R_9DifCZ2NQ0XwGbv,anonymous,VI,,FL_56,,1,1.0,1.0,2,1,6,4,6,6,6,5,5,6,4,4,6,4,4,4,5,5,5,5,5,5,5,7,5,5,5,5,5,2,5,5,5,5,7,7,7,7,7,7,1.0,1.0,1.0,,3.0,1.0,3.0,1.0,,3.0,1,4.0,4.0,1,1,,,,,True,False,False,False,False,False,5.6,5.0,4.4,5.0,5.333333333333333,5.0,7.0,post_LOC,main,False
2026-09-13 01:36:10,2026-09-13 01:42:44,0,100,394,1,2026-09-13 01:42:45,R_4rOX9GVSUL0SbHd,anonymous,VI,,FL_56,,1,1.0,1.0,1,1,5,5,6,4,4,6,6,5,5,2,3,4,5,4,5,4,4,3,5,4,3,5,5,5,4,4,4,2,4,4,5,4,4,6,7,6,5,6,1.0,1.0,1.0,,3.0,1.0,3.0,1.0,,4.0,1,4.0,2.0,0,1,,,,,True,False,False,False,False,False,4.8,5.5,3.6,3.8333333333333335,4.5,4.25,5.75,post_LOC,main,True
2026-09-13 01:58:43,2026-09-13 02:04:13,0,100,329,1,2026-09-13 02:04:14,R_4D0J0HJ9D1xywKl,anonymous,VI,True,FL_56,,1,1.0,1.0,1,2,5,4,6,2,6,5,6,6,6,3,3,4,2,3,5,5,3,4,5,5,5,3,2,5,6,6,4,2,3,6,6,3,7,6,6,5,6,5,1.0,2.0,1.0,,3.0,1.0,3.0,1.0,,4.0,"1,3",3.0,1.0,0,0,,,,,True,False,True,False,False,False,4.6,5.75,3.0,4.5,4.333333333333333,4.5,6.0,post_LOC,main,True
2026-09-13 02:27:38,2026-09-13 02:31:27,0,100,228,1,2026-09-13 02:31:27,R_4pfBZgzkKYQ5edH,anonymous,VI,,FL_56,,1,1.0,1.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,1.0,1.0,5.0,Đắk Lắk,4.0,1.0,1.0,1.0,,1.0,1,1.0,3.0,1,0,,,,,True,False,False,False,False,False,1.0,1.0,1.0,7.0,7.0,7.0,7.0,post_LOC,main,False
